ID,Answer,Prob1,Prob2,Prob3,Prob4,Prob5
91,3,0.2093326300382614,0.10766686499118805,0.3494793176651001,0.26215049624443054,0.07137071341276169
92,1,0.4239045977592468,0.19178283214569092,0.12240687012672424,0.16309213638305664,0.09881360083818436
93,4,0.2368658185005188,0.08194463700056076,0.07478679716587067,0.5247638821601868,0.08163882791996002
94,4,0.20790579915046692,0.24217025935649872,0.026852767914533615,0.48795801401138306,0.03511317819356918
95,3,0.17155565321445465,0.1986796110868454,0.2627183198928833,0.24658821523189545,0.120458222925663
96,1,0.46136292815208435,0.07917531579732895,0.2817283272743225,0.09673182666301727,0.0810016393661499
97,2,0.01935476064682007,0.5201129913330078,0.06438811868429184,0.37826162576675415,0.01788243278861046
98,1,0.3350573480129242,0.22357432544231415,0.23243097960948944,0.11462840437889099,0.09430904686450958
99,2,0.19137337803840637,0.3940197825431824,0.13180431723594666,0.11525305360555649,0.1675495207309723
100,2,0.023865321651101112,0.613903820514679,0.08141245692968369,0.2352944165468216,0.0455239936709404
101,1,0.42785629630088806,0.14972995221614838,0.11133132874965668,0.1277705430984497,0.18331186473369598
102,1,0.6920499801635742,0.0686771348118782,0.0542791411280632,0.14034077525138855,0.04465300217270851
103,1,0.3950795531272888,0.14455220103263855,0.25926658511161804,0.10769420862197876,0.0934075191617012
104,3,0.006459211930632591,0.00503901019692421,0.9809775948524475,0.003767777932807803,0.0037564707454293966
105,1,0.2920459508895874,0.25369763374328613,0.1682586371898651,0.14305701851844788,0.14294083416461945
106,1,0.7050199508666992,0.08144215494394302,0.08517038077116013,0.09625115990638733,0.03211633861064911
107,1,0.30449941754341125,0.18165157735347748,0.09531678259372711,0.30449941754341125,0.11403275281190872
108,3,0.15187470614910126,0.06787257641553879,0.7162452340126038,0.04643918573856354,0.017568344250321388
109,3,0.12458890676498413,0.2838904559612274,0.3603910207748413,0.09557151049375534,0.1355581432580948
110,3,0.07886822521686554,0.2381497174501419,0.5990167856216431,0.05591101571917534,0.028054242953658104
111,2,0.049037687480449677,0.7122414112091064,0.12876161932945251,0.08764643967151642,0.02231280878186226
112,2,0.02149546705186367,0.8955362439155579,0.041781846433877945,0.030959242954850197,0.010227236896753311
113,2,0.02017206884920597,0.4247218370437622,0.22595632076263428,0.31026822328567505,0.018881507217884064
114,2,0.23946093022823334,0.2760213613510132,0.2737572491168976,0.17923475801944733,0.03152576833963394
115,4,0.13161391019821167,0.10834404081106186,0.0944913774728775,0.5863444805145264,0.07920623570680618
116,4,0.2011728286743164,0.21259920299053192,0.1934688538312912,0.23197883367538452,0.16078032553195953
117,4,0.17713052034378052,0.11949391663074493,0.11486663669347763,0.48292410373687744,0.10558479279279709
118,4,0.18073980510234833,0.08304233103990555,0.15761205554008484,0.5145210027694702,0.06408479064702988
119,2,0.2009841948747635,0.2844708561897278,0.21366915106773376,0.19904649257659912,0.10182931274175644
120,1,0.8930395245552063,0.02486480586230755,0.032853174954652786,0.03785394877195358,0.011388462968170643
121,1,0.6595743298530579,0.09906923025846481,0.10874442756175995,0.10874442756175995,0.023867566138505936
122,2,0.1951570212841034,0.4571361243724823,0.15250468254089355,0.09346316009759903,0.10173894464969635
123,2,0.1850166767835617,0.34387150406837463,0.16226238012313843,0.1906336098909378,0.11821586638689041
124,2,0.20012392103672028,0.27006930112838745,0.2103494554758072,0.12041999399662018,0.1990373283624649
125,3,0.05521280691027641,0.0909327045083046,0.6981555223464966,0.1311459243297577,0.024553023278713226
126,1,0.6578279733657837,0.2132124900817871,0.06692040711641312,0.03509493172168732,0.026944231241941452
127,4,0.07412487268447876,0.24301712214946747,0.24301712214946747,0.4163258671760559,0.023515019565820694
128,3,0.17671093344688416,0.11005798727273941,0.4547002613544464,0.13192445039749146,0.12660633027553558
129,3,0.2891750931739807,0.057296182960271835,0.5592439770698547,0.05148671939969063,0.0427979975938797
130,4,0.23719197511672974,0.28688913583755493,0.04835263267159462,0.38472768664360046,0.04283852502703667
131,1,0.48644405603408813,0.030564719811081886,0.064182810485363,0.39218905568122864,0.026619350537657738
132,1,0.35580670833587646,0.15877416729927063,0.09620817750692368,0.3199009299278259,0.0693100318312645
133,3,0.26498720049858093,0.2706369459629059,0.30808550119400024,0.08796339482069016,0.0683269202709198
134,4,0.19539035856723785,0.08647619187831879,0.0490153431892395,0.6038336753845215,0.06528449058532715
135,2,0.11768075823783875,0.6964057683944702,0.04574605077505112,0.08899430930614471,0.05117318406701088
136,4,0.030308548361063004,0.02485129050910473,0.1303074061870575,0.7899045944213867,0.024628225713968277
137,2,0.02776334434747696,0.8592821359634399,0.05879237875342369,0.02773800492286682,0.026424182578921318
138,1,0.30359795689582825,0.15100844204425812,0.24687378108501434,0.16697418689727783,0.13154558837413788
139,1,0.779244601726532,0.019764067605137825,0.0393790639936924,0.1470768302679062,0.014535467140376568
140,4,0.04106657952070236,0.1534166932106018,0.295377641916275,0.47793048620224,0.03220851719379425
141,1,0.3642987012863159,0.07557309418916702,0.31045401096343994,0.2282075583934784,0.021466640755534172
142,4,0.2688530385494232,0.12632142007350922,0.12794776260852814,0.29806822538375854,0.17880955338478088
143,2,0.11215514689683914,0.5484398603439331,0.09841916710138321,0.10604346543550491,0.13494232296943665
144,1,0.4822551906108856,0.2928721308708191,0.04198761284351349,0.12894406914710999,0.053941063582897186
145,1,0.5555607080459595,0.12805244326591492,0.16319727897644043,0.11964691430330276,0.033542703837156296
146,1,0.62413489818573,0.07350495457649231,0.12444377690553665,0.09759946167469025,0.0803169384598732
147,1,0.8209232091903687,0.04561574012041092,0.09883491694927216,0.0266212560236454,0.008004815317690372
148,3,0.25067952275276184,0.039024222642183304,0.6800325512886047,0.014980428852140903,0.015283227898180485
149,4,0.2913420796394348,0.0837901309132576,0.10605903714895248,0.39787083864212036,0.12093789875507355
150,3,0.18257352709770203,0.11122626811265945,0.4562997817993164,0.13942760229110718,0.11047273874282837
151,2,0.0765727236866951,0.6767573952674866,0.0765727236866951,0.06990354508161545,0.10019353032112122
152,4,0.01247608195990324,0.022698013111948967,0.015499645844101906,0.9357995390892029,0.013526789844036102
153,1,0.4256269633769989,0.3355717062950134,0.06600839644670486,0.13264329731464386,0.04014965519309044
154,4,0.2737376391887665,0.15079019963741302,0.26809078454971313,0.27680909633636475,0.0305723138153553
155,1,0.43975353240966797,0.07576394081115723,0.4346987307071686,0.02622932940721512,0.023554526269435883
156,4,0.12041434645652771,0.04416142404079437,0.04085514694452286,0.7869011163711548,0.007668076083064079
157,2,0.02337890863418579,0.6361171007156372,0.24083442986011505,0.0658135786652565,0.033855993300676346
158,3,0.1518755704164505,0.2632445991039276,0.42724356055259705,0.10294806957244873,0.054688192903995514
159,1,0.39108651876449585,0.17914117872714996,0.1762414574623108,0.19121260941028595,0.062318235635757446
160,3,0.12457551807165146,0.1632341593503952,0.427493691444397,0.14321382343769073,0.14148284494876862
161,2,0.03461489453911781,0.7829610109329224,0.09999827295541763,0.03837897628545761,0.04404686763882637
162,4,0.2219444066286087,0.16471782326698303,0.20140303671360016,0.22237533330917358,0.18955940008163452
163,1,0.5533706545829773,0.20751319825649261,0.06588277220726013,0.1153455376625061,0.057887863367795944
164,4,0.1882942020893097,0.17865538597106934,0.19743408262729645,0.3096771836280823,0.12593920528888702
165,2,0.08611608296632767,0.3252089023590088,0.270632266998291,0.2420857846736908,0.07595699280500412
166,2,0.3213580548763275,0.38347142934799194,0.09986764192581177,0.11493215709924698,0.08037066459655762
167,4,0.07481890171766281,0.22846315801143646,0.09263520687818527,0.520727813243866,0.08335491269826889
168,1,0.27884718775749207,0.27884718775749207,0.27884718775749207,0.0765203982591629,0.0869380384683609
169,2,0.12713778018951416,0.4329642653465271,0.1647089123725891,0.11465082317590714,0.16053830087184906
170,3,0.07767578214406967,0.28564152121543884,0.37329238653182983,0.1657923460006714,0.09759803861379623
171,1,0.3690814971923828,0.13388614356517792,0.1773815006017685,0.14631246030330658,0.1733384132385254
172,2,0.20307612419128418,0.42280885577201843,0.2348235845565796,0.06758682429790497,0.0717046931385994
173,3,0.13751563429832458,0.13751563429832458,0.5198216438293457,0.16099876165390015,0.044148337095975876
174,4,0.00928655918687582,0.010258674621582031,0.04005317762494087,0.9351187348365784,0.005282949656248093
175,3,0.14089061319828033,0.16734501719474792,0.46791893243789673,0.1182560920715332,0.10558933764696121
176,1,0.44734394550323486,0.15144911408424377,0.1447925716638565,0.13254418969154358,0.12387020140886307
177,3,0.2675364017486572,0.23934273421764374,0.28874486684799194,0.10519566386938095,0.09918030351400375
178,2,0.12068276852369308,0.6171719431877136,0.06409257650375366,0.15121182799339294,0.0468408465385437
179,1,0.2991197407245636,0.15709887444972992,0.12418942898511887,0.28792139887809753,0.13167056441307068
180,4,0.14665092527866364,0.09016021341085434,0.08861790597438812,0.6146703958511353,0.05990051105618477
181,4,0.19017530977725983,0.1313173621892929,0.15820670127868652,0.39255452156066895,0.127746120095253
182,4,0.1891641467809677,0.18835677206516266,0.2518027126789093,0.2841074466705322,0.08656894415616989
183,1,0.297158807516098,0.297158807516098,0.11834716796875,0.10119865089654922,0.18613652884960175
184,4,0.1231733188033104,0.31619203090667725,0.03624749183654785,0.48470500111579895,0.03968217596411705
185,4,0.042209457606077194,0.042209457606077194,0.43253791332244873,0.463690847158432,0.019352348521351814
186,3,0.08260063827037811,0.12255379557609558,0.3809852600097656,0.26251041889190674,0.15134991705417633
187,1,0.4224528670310974,0.13332153856754303,0.1211116835474968,0.1344117969274521,0.1887020319700241
188,4,0.23277632892131805,0.08120257407426834,0.30882030725479126,0.3553972542285919,0.021803580224514008
189,1,0.3352111876010895,0.3352111876010895,0.08082689344882965,0.15941932797431946,0.08933136612176895
190,2,0.0373060442507267,0.412462055683136,0.412462055683136,0.10807293653488159,0.02969689853489399
191,1,0.298073410987854,0.21834152936935425,0.19453147053718567,0.21378034353256226,0.0752732902765274
192,4,0.21640552580356598,0.19489096105098724,0.20438610017299652,0.2799389064311981,0.10437855869531631
193,2,0.06786708533763885,0.6850279569625854,0.06449444591999054,0.13463306427001953,0.04797746241092682
194,4,0.32579073309898376,0.1285255402326584,0.11904073506593704,0.3315340280532837,0.09510886669158936
195,1,0.3943030834197998,0.05919903889298439,0.12902672588825226,0.3549925982952118,0.06247860565781593
196,3,0.16776704788208008,0.15897820889949799,0.3280118405818939,0.31629177927970886,0.02895119972527027
197,1,0.7610012888908386,0.08502333611249924,0.04957263544201851,0.07477676868438721,0.029626023024320602
198,3,0.12957395613193512,0.12698078155517578,0.4481307566165924,0.14679943025112152,0.14851512014865875
199,2,0.2550821900367737,0.35475587844848633,0.07553591579198837,0.2550821900367737,0.05954384058713913
200,2,0.07358090579509735,0.3987480700016022,0.3597322702407837,0.11990424245595932,0.04803452268242836
201,3,0.16864781081676483,0.16053277254104614,0.4299836754798889,0.1692323386669159,0.07160334289073944
202,3,0.18197625875473022,0.23849214613437653,0.37423577904701233,0.14678272604942322,0.05851311236619949
203,4,0.11193239688873291,0.1313757300376892,0.21938209235668182,0.5099524259567261,0.02735736593604088
204,2,0.14937829971313477,0.3924061954021454,0.13963687419891357,0.21588897705078125,0.10268954932689667
205,4,0.03615540638566017,0.0679735392332077,0.01620461791753769,0.8676692247390747,0.01199719775468111
206,3,0.11372769623994827,0.362333208322525,0.3923546075820923,0.09534280002117157,0.03624168038368225
207,2,0.19205604493618011,0.3024405241012573,0.14890740811824799,0.2573823928833008,0.0992136225104332
208,4,0.05574813485145569,0.047916390001773834,0.1693895012140274,0.6763035655021667,0.05064234137535095
209,1,0.46390631794929504,0.1795426607131958,0.12038454413414001,0.1009928435087204,0.13517364859580994
210,2,0.14104491472244263,0.6428838968276978,0.062009237706661224,0.08758963644504547,0.0664723590016365
211,2,0.09507615119218826,0.3559926450252533,0.10863039642572403,0.29571568965911865,0.14458507299423218
212,4,0.09628979861736298,0.21485793590545654,0.1285104751586914,0.4369812607765198,0.1233605295419693
213,1,0.39810943603515625,0.0822216272354126,0.2643778622150421,0.13257834315299988,0.12271272391080856
214,3,0.06901784986257553,0.14692382514476776,0.5606158971786499,0.14692382514476776,0.07651866972446442
215,4,0.1524280458688736,0.14422868192195892,0.1763218641281128,0.37434643507003784,0.15267500281333923
216,2,0.17697423696517944,0.24654386937618256,0.16101473569869995,0.24399350583553314,0.1714736968278885
217,4,0.08852176368236542,0.01795130781829357,0.025773819535970688,0.8449762463569641,0.022776812314987183
218,2,0.15281729400157928,0.30774426460266113,0.2224940061569214,0.17692731320858002,0.1400170922279358
219,1,0.3101658225059509,0.15496079623699188,0.28159916400909424,0.16411064565181732,0.08916353434324265
220,2,0.2707691490650177,0.5375128388404846,0.09730325639247894,0.04779493808746338,0.046619851142168045
221,4,0.0874176174402237,0.16001136600971222,0.08893700689077377,0.5987882018089294,0.06484584510326385
222,2,0.15210473537445068,0.6714295148849487,0.021495984867215157,0.1291521042585373,0.02581764943897724
223,3,0.017125064507126808,0.015135100111365318,0.5970475077629089,0.356455534696579,0.014236874878406525
224,3,0.10872024297714233,0.19453078508377075,0.45133933424949646,0.21266759932041168,0.03274207562208176
225,3,0.028758322820067406,0.022779418155550957,0.6187688112258911,0.30228403210639954,0.02740941010415554
226,2,0.2428099811077118,0.2870658040046692,0.25748735666275024,0.14107514917850494,0.07156172394752502
227,1,0.3561311364173889,0.13204817473888397,0.24877020716667175,0.13536332547664642,0.12768709659576416
228,3,0.08601799607276917,0.06950031220912933,0.6615787148475647,0.16020835936069489,0.02269459329545498
229,3,0.06612063199281693,0.052244607359170914,0.8335376381874084,0.02573101408779621,0.02236616611480713
230,3,0.2291444092988968,0.16087640821933746,0.2398582547903061,0.18904395401477814,0.18107695877552032
231,4,0.2279997020959854,0.005672229919582605,0.11539918929338455,0.6451054215431213,0.005823482759296894
232,4,0.02787206508219242,0.07886213809251785,0.1390642672777176,0.7203564643859863,0.03384510800242424
233,2,0.18123801052570343,0.32628801465034485,0.15041890740394592,0.21840064227581024,0.12365442514419556
234,4,0.030689271166920662,0.16466929018497467,0.3249717354774475,0.45581525564193726,0.023854419589042664
235,1,0.26466965675354004,0.23584327101707458,0.21076273918151855,0.2175917625427246,0.07113263010978699
236,4,0.020994743332266808,0.16781048476696014,0.3674814701080322,0.42989155650138855,0.013821727596223354
237,1,0.5857335925102234,0.13186022639274597,0.0637696161866188,0.1605527251958847,0.058083802461624146
238,2,0.21251177787780762,0.28898072242736816,0.1156158298254013,0.28898072242736816,0.09391094744205475
239,2,0.05939124524593353,0.41708487272262573,0.0749007910490036,0.41708487272262573,0.03153819590806961
240,3,0.21398791670799255,0.1226596012711525,0.4413076639175415,0.12470371276140213,0.09734105318784714
241,3,0.0077985976822674274,0.011721442453563213,0.9613324403762817,0.008941268548369408,0.010206297971308231
242,2,0.22731880843639374,0.37436047196388245,0.10130927711725235,0.22731880843639374,0.0696926936507225
243,3,0.10024166107177734,0.14170868694782257,0.3301984965801239,0.3301984965801239,0.09765266627073288
244,3,0.16149534285068512,0.17590080201625824,0.43457281589508057,0.15321125090122223,0.07481978088617325
245,2,0.13604605197906494,0.5747175812721252,0.21024248003959656,0.04890747740864754,0.030086401849985123
246,2,0.1371908336877823,0.2670650780200958,0.242795929312706,0.2670650780200958,0.08588311076164246
247,2,0.2387671172618866,0.2953389883041382,0.2953389883041382,0.0843343436717987,0.08622056245803833
248,2,0.1009766086935997,0.6411224007606506,0.07314173877239227,0.1269499808549881,0.057809241116046906
249,1,0.26250380277633667,0.20210464298725128,0.23311839997768402,0.23311839997768402,0.0691547691822052
250,2,0.17808449268341064,0.46984726190567017,0.1142917349934578,0.12271945178508759,0.11505699157714844
251,1,0.3224027156829834,0.09928315877914429,0.2164141982793808,0.27074357867240906,0.09115636348724365
252,4,0.1383046954870224,0.11790406703948975,0.27709639072418213,0.3330787122249603,0.1336161345243454
253,2,0.07433047145605087,0.4753064215183258,0.22079962491989136,0.15060068666934967,0.07896283268928528
254,1,0.39540529251098633,0.11380050331354141,0.3677244186401367,0.0923556238412857,0.030714141204953194
255,1,0.33623671531677246,0.23051860928535461,0.22184070944786072,0.10216619819402695,0.10923776775598526
256,4,0.09952228516340256,0.08138054609298706,0.19078080356121063,0.5519888401031494,0.07632745057344437
257,2,0.061671435832977295,0.7224164605140686,0.08600358664989471,0.09336865693330765,0.036539848893880844
258,3,0.12859320640563965,0.12109806388616562,0.40166395902633667,0.2134716957807541,0.13517314195632935
259,2,0.17836883664131165,0.23234093189239502,0.17953093349933624,0.1798822581768036,0.2298770546913147
260,2,0.39852994680404663,0.5542500019073486,0.022685598582029343,0.017390882596373558,0.00714352261275053
261,2,0.08514638245105743,0.745637059211731,0.07326456904411316,0.04889333248138428,0.04705861210823059
262,2,0.1624864637851715,0.3784129023551941,0.1962747722864151,0.1358489692211151,0.12697681784629822
263,1,0.2478492110967636,0.2478492110967636,0.1430133730173111,0.20046772062778473,0.16082046926021576
264,1,0.7071095108985901,0.06065512076020241,0.05506187304854393,0.14058230817317963,0.036591216921806335
265,2,0.3569900095462799,0.43435677886009216,0.08034106343984604,0.08187956362962723,0.04643258824944496
266,4,0.17358212172985077,0.1814820021390915,0.09554687142372131,0.46191489696502686,0.08747407048940659
267,2,0.03162231668829918,0.6513049006462097,0.02348046936094761,0.26791417598724365,0.025678060948848724
268,4,0.3387264609336853,0.05984986945986748,0.09250415861606598,0.44566747546195984,0.06325208395719528
269,3,0.3044479787349701,0.020308729261159897,0.5921714901924133,0.06675641238689423,0.016315370798110962
270,4,0.17017309367656708,0.12767431139945984,0.20750829577445984,0.39471831917762756,0.09992603212594986
271,4,0.15866564214229584,0.16803167760372162,0.16803167760372162,0.41511112451553345,0.09015991538763046
272,1,0.3515489101409912,0.20964185893535614,0.2503419816493988,0.13651026785373688,0.05195702239871025
273,2,0.045946501195430756,0.8710377216339111,0.03186192363500595,0.028341026976704597,0.022812869399785995
274,1,0.8645479679107666,0.043047353625297546,0.031183548271656036,0.03281309828162193,0.028408028185367584
275,1,0.8947088122367859,0.023942910134792328,0.021121535450220108,0.036386314779520035,0.023840470239520073
276,4,0.3179027736186981,0.04959261789917946,0.04181447625160217,0.548895537853241,0.041794564574956894
277,4,0.20838262140750885,0.21995049715042114,0.2358226180076599,0.24641887843608856,0.08942536264657974
278,1,0.5921175479888916,0.020003274083137512,0.10188445448875427,0.25626078248023987,0.02973395399749279
279,2,0.14761406183242798,0.302375853061676,0.2772631347179413,0.144708514213562,0.1280384510755539
280,3,0.17313021421432495,0.057889435440301895,0.6424216032028198,0.06476764380931854,0.06179111450910568
281,2,0.15994420647621155,0.3618364632129669,0.20152230560779572,0.16579268872737885,0.11090440303087234
282,3,0.08611639589071274,0.17201587557792664,0.37269988656044006,0.27667489647865295,0.0924929529428482
283,2,0.21431709825992584,0.2405250072479248,0.18784520030021667,0.17773306369781494,0.17957961559295654
284,4,0.07546132802963257,0.07546132802963257,0.37009453773498535,0.4607078433036804,0.01827497035264969
285,2,0.020993469282984734,0.8200418949127197,0.05500546470284462,0.08383509516716003,0.020124057307839394
