ID,Answer
463,2
464,2
465,1
466,2
467,4
468,1
469,2
470,3
471,4
472,4
473,1
474,1
475,4
476,3
477,1
478,2
479,3
480,1
481,4
482,2
483,2
484,1
485,3
486,2
487,3
488,2
489,1
490,3
491,3
492,1
493,4
494,1
495,2
496,1
497,2
498,2
499,2
500,3
501,4
502,1
503,2
504,3
505,2
506,4
507,3
508,1
509,4
510,2
511,1
512,3
513,4
514,4
515,3
516,1
517,4
518,1
519,3
520,1
521,3
522,2
523,3
524,1
525,3
526,3
527,4
528,1
529,2
530,1
531,2
532,1
533,4
534,1
535,3
536,2
537,1
538,3
539,2
540,2
541,4
542,2
543,4
544,1
545,1
546,4
547,4
548,1
549,1
550,4
551,4
552,3
553,2
554,4
555,2
556,1
557,3
558,3
559,2
560,4
561,2
562,1
563,4
564,1
565,2
566,4
567,4
568,4
569,2
570,2
571,4
572,4
573,2
574,3
575,3
576,2
577,4
578,1
579,1
580,1
581,2
582,3
583,2
584,1
585,2
586,3
587,1
588,3
589,3
590,3
591,1
592,2
593,3
594,2
595,1
596,4
597,3
598,3
599,4
600,2
601,1
602,3
603,1
604,2
605,2
606,4
607,2
608,4
609,3
610,2
611,4
612,2
613,2
614,1
615,2
616,2
617,1
618,4
619,2
620,2
621,4
622,4
623,4
624,2
625,3
626,4
627,4
628,1
629,3
630,2
631,2
632,1
633,1
634,1
635,2
636,1
637,2
638,1
639,3
640,1
641,4
642,4
643,2
644,3
645,1
646,2
647,3
648,2
649,3
650,2
651,1
652,3
653,1
654,2
655,1
656,3
657,1
658,3
659,2
660,3
661,1
662,1
663,2
664,2
665,2
666,4
667,1
668,1
669,4
670,3
671,1
672,2
673,4
674,3
675,1
676,2
677,3
678,3
679,1
680,3
681,1
682,3
683,1
684,3
685,4
686,1
687,2
688,1
689,1
690,3
691,4
692,4
693,3
694,4
695,1
696,3
697,4
698,1
699,3
700,2
701,2
702,3
703,4
704,4
705,2
706,1
707,3
708,1
709,4
710,4
711,4
712,3
713,1
714,2
715,2
716,4
717,2
718,2
719,3
720,2
721,2
722,1
723,1
724,2
725,2
726,1
727,2
728,1
729,4
730,4
731,3
732,3
733,3
734,2
735,1
736,1
737,3
738,4
739,1
740,1
741,3
742,4
743,1
744,4
745,1
746,3
747,2
748,2
749,2
750,1
751,2
752,2
753,4
754,2
755,3
756,4
757,2
758,2
759,3
760,1
761,3
762,1
763,3
764,2
765,4
766,3
767,1
768,4
769,3
770,2
771,3
772,2
773,2
774,1
775,4
776,4
777,3
778,4
779,1
780,1
781,2
782,1
783,3
784,2
785,4
786,3
787,2
788,4
789,4
790,3
791,4
792,2
793,1
794,4
795,4
796,2
797,2
798,2
799,3
800,3
801,4
802,3
803,3
804,4
805,2
806,4
807,3
808,2
809,3
810,4
811,1
812,4
813,1
814,1
815,1
816,2
817,2
818,1
819,3
820,4
821,1
822,3
823,1
824,2
825,3
826,3
827,1
828,3
829,1
830,2
831,3
832,2
833,1
834,4
835,2
836,3
837,2
838,2
839,2
840,4
841,3
842,2
843,4
844,1
845,2
846,4
847,1
848,1
849,1
850,2
851,3
852,3
853,4
854,1
855,1
856,3
857,1
858,2
859,2
860,1
861,1
862,2
863,2
864,2
865,2
866,2
867,3
868,1
869,4
870,2
871,3
872,2
873,2
874,4
875,3
876,2
877,3
878,4
879,1
880,3
881,2
882,2
883,1
884,4
885,4
886,1
887,3
888,1
889,4
890,4
891,1
892,2
893,4
894,2
895,4
896,2
897,2
898,2
899,1
900,1
901,4
902,2
903,2
904,4
905,3
906,4
907,2
908,3
909,3
910,2
911,1
912,4
913,4
914,3
915,3
916,4
917,2
918,3
919,1
920,4
921,1
922,2
923,1
924,2
925,1
926,2
927,3
928,1
929,1
930,3
931,2
932,2
933,1
934,3
935,4
936,2
937,1
938,1
939,1
940,4
941,4
942,3
943,1
944,4
945,1
946,3
947,3
948,4
949,4
950,4
951,4
952,1
953,3
954,4
955,2
956,4
957,1
958,4
959,3
960,2
961,3
962,4
963,2
964,4
965,2
966,1
967,4
968,2
969,3
970,1
971,4
972,1
973,3
974,4
975,1
976,1
977,1
978,1
979,2
980,1
981,3
982,2
983,4
984,2
985,4
986,2
987,3
988,1
989,4
990,2
991,3
992,3
993,1
994,3
995,1
996,1
997,1
998,3
999,2
1000,4
