ID,Answer
301,2
302,3
303,2
304,3
305,2
306,3
307,3
308,2
309,3
310,3
311,1
312,2
313,2
314,4
315,1
316,3
317,4
318,1
319,2
320,4
321,4
322,2
323,1
324,3
325,4
326,1
327,4
328,4
329,1
330,4
331,3
332,4
333,4
334,2
335,2
336,2
337,4
338,1
339,3
340,4
341,1
342,1
343,1
344,2
345,3
346,1
347,4
348,3
349,4
350,1
351,1
352,1
353,1
354,4
355,2
356,1
357,1
358,4
359,3
360,1
361,2
362,3
363,1
364,3
365,2
366,1
367,3
368,3
369,3
370,4
371,2
372,3
373,4
374,3
375,4
376,2
377,1
378,1
379,4
380,2
381,1
382,2
383,1
384,4
385,1
386,4
387,4
388,3
389,4
390,4
391,1
392,1
393,3
394,3
395,1
396,4
397,3
398,1
399,1
400,3
401,2
402,2
403,4
404,1
405,4
406,4
407,3
408,4
409,4
410,3
411,4
412,2
413,2
414,2
415,1
416,1
417,1
418,3
419,2
420,4
421,2
422,1
423,1
424,1
425,1
426,1
427,4
428,3
429,4
430,3
431,2
432,4
433,1
434,4
435,1
436,1
437,2
438,1
439,4
440,3
441,1
442,3
443,1
444,2
445,1
446,1
447,2
448,4
449,1
450,3
451,1
452,3
453,2
454,4
455,3
456,3
457,1
458,1
459,1
460,1
461,1
462,3
463,4
464,2
465,1
466,2
467,4
468,1
469,2
470,3
471,4
472,2
473,1
474,4
475,4
476,4
477,1
478,2
479,3
480,1
481,4
482,2
483,2
484,1
485,4
486,2
487,4
488,2
489,1
490,2
491,3
492,1
493,4
494,3
495,4
496,1
497,2
498,2
499,4
500,1
501,4
502,3
503,2
504,3
505,2
506,1
507,3
508,2
509,4
510,3
511,4
512,1
513,3
514,4
515,3
516,1
517,1
518,1
519,3
520,3
521,4
522,2
523,1
524,1
525,3
526,3
527,4
528,1
529,2
530,1
531,2
532,1
533,1
534,1
535,3
536,3
537,1
538,3
539,2
540,2
541,4
542,2
543,4
544,1
545,3
546,1
547,4
548,4
549,3
550,3
551,4
552,3
553,2
554,4
555,2
556,1
557,4
558,3
559,1
560,1
561,4
562,1
563,3
564,4
565,1
566,3
567,4
568,3
569,2
570,2
571,4
572,4
573,2
574,3
575,3
576,2
577,4
578,1
579,1
580,1
581,2
582,3
583,1
584,2
585,2
586,3
587,1
588,3
589,1
590,3
591,1
592,2
593,3
594,2
595,1
596,3
597,3
598,1
599,3
600,2
601,1
602,4
603,1
604,1
605,3
606,4
607,2
608,4
609,4
610,2
611,4
612,2
613,1
614,1
615,2
616,2
617,1
618,4
619,4
620,2
621,4
622,4
623,4
624,1
625,3
626,4
627,4
628,1
629,3
630,2
631,2
632,1
633,1
634,1
635,2
636,1
637,2
638,1
639,3
640,1
641,4
642,4
643,2
644,3
645,1
646,2
647,4
648,2
649,3
650,2
651,1
652,3
653,1
654,1
655,4
656,3
657,1
658,3
659,1
660,2
661,1
662,1
663,2
664,2
665,2
666,4
667,1
668,4
669,4
670,3
671,1
672,2
673,4
674,3
675,1
676,1
677,1
678,3
679,3
680,3
681,1
682,3
683,1
684,1
685,4
686,1
687,2
688,1
689,3
690,3
691,4
692,4
693,4
694,4
695,2
696,3
697,4
698,1
699,2
700,2
701,4
702,3
703,4
704,4
705,2
706,1
707,3
708,1
709,4
710,3
711,4
712,3
713,1
714,2
715,2
716,4
717,1
718,2
719,2
720,2
721,2
722,1
723,1
724,2
725,2
726,2
727,2
728,1
729,4
730,4
731,3
732,3
733,3
734,2
735,1
736,1
737,3
738,4
739,1
740,1
741,3
742,4
743,1
744,1
745,1
746,1
747,3
748,2
749,4
750,1
751,2
752,2
753,4
754,2
755,4
756,4
757,2
758,2
759,3
760,1
761,1
762,1
763,3
764,2
765,3
766,3
767,1
768,4
769,3
770,2
771,3
772,2
773,1
774,1
775,4
776,4
777,4
778,4
779,3
780,1
781,2
782,3
783,3
784,2
785,4
786,3
787,2
788,4
789,4
790,3
791,4
792,2
793,3
794,4
795,4
796,2
797,3
798,3
799,3
800,4
801,4
802,3
803,3
804,2
805,2
806,4
807,1
808,2
809,3
810,4
811,1
812,4
813,1
814,1
815,1
816,4
817,1
818,1
819,3
820,4
821,1
822,3
823,1
824,2
825,1
826,3
827,1
828,2
829,1
830,1
831,3
832,2
833,1
834,4
835,2
836,3
837,3
838,1
839,3
840,4
841,2
842,4
843,4
844,1
845,2
846,4
847,1
848,1
849,1
850,3
851,3
852,3
853,4
854,1
855,1
856,3
857,1
858,2
859,2
860,1
861,1
862,2
863,2
864,1
865,2
866,3
867,3
868,1
869,4
870,4
871,1
872,4
873,2
874,2
875,2
876,2
877,1
878,4
879,1
880,3
881,2
882,2
883,1
884,4
885,3
886,2
887,3
888,1
889,2
890,4
891,1
892,1
893,4
894,2
895,3
896,2
897,1
898,2
899,1
900,1
901,4
902,2
903,2
904,3
905,3
906,4
907,3
908,4
909,3
910,3
911,1
912,4
913,1
914,1
915,3
916,4
917,2
918,3
919,1
920,4
921,1
922,2
923,4
924,2
925,2
926,2
927,3
928,1
929,1
930,3
931,2
932,2
933,1
934,3
935,4
936,2
937,1
938,1
939,1
940,4
941,4
942,3
943,1
944,2
945,1
946,3
947,3
948,4
949,4
950,2
951,4
952,1
953,3
954,4
955,2
956,4
957,1
958,4
959,3
960,2
961,4
962,1
963,1
964,4
965,2
966,1
967,4
968,2
969,3
970,2
971,2
972,1
973,3
974,4
975,1
976,1
977,1
978,1
979,2
980,1
981,3
982,2
983,4
984,2
985,4
986,2
987,2
988,4
989,4
990,2
991,3
992,3
993,1
994,3
995,1
996,1
997,1
998,2
999,2
1000,4
