ID,Answer
463,4
464,4
465,1
466,1
467,4
468,1
469,3
470,3
471,4
472,3
473,1
474,3
475,3
476,4
477,2
478,1
479,1
480,3
481,3
482,4
483,2
484,2
485,2
486,3
487,1
488,3
489,3
490,3
491,3
492,4
493,3
494,3
495,2
496,3
497,2
498,4
499,4
500,2
501,2
502,1
503,1
504,2
505,4
506,1
507,2
508,4
509,2
510,2
511,2
512,1
513,1
514,4
515,1
516,1
517,3
518,2
519,3
520,3
521,3
522,2
523,4
524,2
525,2
526,2
527,2
528,2
529,2
530,4
531,3
532,3
533,4
534,3
535,4
536,2
537,1
538,3
539,3
540,2
541,2
542,3
543,1
544,3
545,3
546,3
547,4
548,3
549,1
550,3
551,1
552,2
553,4
554,2
555,4
556,2
557,2
558,1
559,2
560,4
561,1
562,2
563,1
564,1
565,2
566,1
567,2
568,1
569,4
570,2
571,1
572,4
573,3
574,3
575,4
576,1
577,3
578,2
579,2
580,3
581,2
582,1
583,2
584,4
585,3
586,3
587,3
588,3
589,2
590,2
591,1
592,1
593,2
594,1
595,2
596,4
597,1
598,1
599,1
600,1
601,2
602,4
603,2
604,3
605,3
606,4
607,3
608,4
609,2
610,1
611,2
612,3
613,4
614,2
615,3
616,1
617,1
618,2
619,2
620,4
621,2
622,4
623,3
624,2
625,4
626,4
627,1
628,2
629,1
630,1
631,2
632,1
633,3
634,4
635,3
636,1
637,1
638,1
639,2
640,2
641,4
642,4
643,4
644,4
645,4
646,4
647,3
648,1
649,3
650,1
651,1
652,3
653,3
654,4
655,4
656,2
657,2
658,4
659,2
660,4
661,4
662,1
663,3
664,3
665,3
666,4
667,2
668,1
669,1
670,2
671,1
672,1
673,2
674,4
675,1
676,1
677,4
678,4
679,2
680,1
681,3
682,4
683,2
684,3
685,1
686,2
687,2
688,4
689,3
690,4
691,2
692,3
693,4
694,4
695,3
696,1
697,2
698,2
699,3
700,4
701,1
702,2
703,1
704,4
705,4
706,4
707,2
708,4
709,1
710,1
711,2
712,3
713,4
714,1
715,1
716,3
717,1
718,2
719,4
720,2
721,1
722,3
723,2
724,4
725,4
726,2
727,3
728,2
729,1
730,4
731,4
732,1
733,3
734,1
735,3
736,2
737,1
738,4
739,4
740,3
741,4
742,3
743,4
744,1
745,3
746,4
747,1
748,2
749,1
750,1
751,1
752,4
753,3
754,1
755,4
756,3
757,1
758,3
759,4
760,4
761,1
762,4
763,4
764,4
765,2
766,3
767,4
768,1
769,1
770,1
771,3
772,1
773,1
774,2
775,4
776,1
777,1
778,3
779,2
780,1
781,1
782,4
783,4
784,3
785,1
786,4
787,2
788,2
789,4
790,1
791,1
792,1
793,1
794,3
795,2
796,4
797,2
798,1
799,2
800,3
801,1
802,3
803,3
804,1
805,1
806,1
807,3
808,4
809,2
810,3
811,3
812,4
813,3
814,1
815,4
816,1
817,3
818,4
819,1
820,2
821,2
822,3
823,4
824,4
825,2
826,2
827,1
828,3
829,4
830,2
831,4
832,1
833,2
834,3
835,4
836,1
837,1
838,1
839,3
840,2
841,2
842,2
843,3
844,3
845,2
846,3
847,4
848,1
849,1
850,2
851,3
852,4
853,2
854,1
855,1
856,2
857,3
858,1
859,1
860,1
861,4
862,2
863,1
864,4
865,3
866,1
867,1
868,3
869,3
870,4
871,4
872,1
873,4
874,4
875,2
876,2
877,2
878,4
879,2
880,2
881,2
882,4
883,4
884,1
885,4
886,4
887,1
888,4
889,4
890,4
891,4
892,1
893,1
894,1
895,4
896,2
897,3
898,2
899,2
900,2
901,2
902,1
903,1
904,3
905,4
906,3
907,3
908,4
909,1
910,4
911,1
912,1
913,4
914,1
915,3
916,2
917,3
918,1
919,2
920,1
921,3
922,1
923,4
924,2
925,3
926,4
927,3
928,2
929,2
930,3
931,3
932,4
933,4
934,1
935,2
936,3
937,3
938,3
939,3
940,3
941,3
942,4
943,3
944,1
945,1
946,3
947,3
948,4
949,2
950,2
951,4
952,1
953,2
954,2
955,1
956,3
957,1
958,4
959,2
960,1
961,3
962,4
963,1
964,4
965,4
966,1
967,3
968,4
969,4
970,2
971,3
972,3
973,4
974,4
975,4
976,3
977,3
978,2
979,4
980,3
981,4
982,1
983,2
984,2
985,2
986,1
987,1
988,3
989,1
990,2
991,2
992,1
993,1
994,2
995,1
996,2
997,2
998,3
999,3
1000,1
1001,2
1002,3
1003,3
1004,1
1005,1
1006,3
1007,4
1008,3
1009,3
1010,4
1011,2
1012,2
1013,1
1014,4
1015,1
1016,4
1017,3
1018,4
1019,2
1020,3
1021,2
1022,3
1023,1
1024,1
1025,3
1026,2
1027,2
1028,1
1029,2
1030,2
1031,4
1032,1
1033,1
1034,3
1035,2
1036,4
1037,2
1038,2
1039,1
1040,2
1041,3
1042,3
1043,2
1044,2
1045,1
1046,3
1047,2
1048,1
1049,2
1050,3
1051,4
1052,1
1053,2
1054,1
1055,4
1056,2
1057,2
1058,4
1059,4
1060,2
1061,4
1062,4
1063,2
1064,1
1065,4
1066,4
1067,2
1068,3
1069,1
1070,4
1071,4
1072,3
1073,3
1074,3
1075,2
1076,3
1077,2
1078,2
1079,2
1080,3
1081,1
1082,2
1083,1
1084,4
1085,3
1086,1
1087,3
1088,2
1089,1
1090,4
1091,4
1092,4
1093,1
1094,2
1095,1
1096,2
1097,2
1098,3
1099,1
1100,2
1101,3
1102,2
1103,3
1104,4
1105,1
1106,4
1107,3
1108,1
1109,3
1110,3
1111,4
1112,1
1113,3
1114,2
1115,4
1116,1
1117,2
1118,3
1119,4
1120,2
1121,3
1122,2
1123,2
1124,4
1125,3
1126,1
1127,2
1128,3
1129,3
1130,4
1131,1
1132,3
1133,4
1134,4
1135,2
1136,2
1137,2
1138,3
1139,4
1140,4
1141,3
1142,4
1143,4
1144,4
1145,2
1146,3
1147,1
1148,3
1149,4
1150,2
1151,1
1152,1
1153,2
1154,4
1155,2
1156,3
1157,4
1158,1
1159,4
1160,3
1161,3
1162,3
1163,2
1164,4
1165,3
1166,2
1167,4
1168,1
1169,1
1170,1
1171,3
1172,2
1173,2
1174,3
1175,2
1176,2
1177,3
1178,1
1179,1
1180,4
1181,4
1182,1
1183,3
1184,2
1185,4
1186,2
1187,2
1188,2
1189,1
1190,1
1191,2
1192,1
1193,4
1194,2
1195,2
1196,3
1197,2
1198,1
1199,2
1200,2
1201,2
1202,1
1203,4
1204,4
1205,2
1206,3
1207,4
1208,2
1209,1
1210,1
1211,1
1212,1
1213,1
1214,2
1215,3
1216,2
1217,3
1218,2
1219,2
1220,4
1221,1
1222,1
1223,4
1224,3
1225,2
1226,1
1227,3
1228,1
1229,2
1230,2
1231,3
1232,3
1233,4
1234,4
1235,2
1236,1
1237,4
1238,3
1239,1
1240,1
1241,2
1242,3
1243,4
1244,3
1245,4
1246,2
1247,3
1248,3
1249,1
1250,2
1251,1
1252,4
1253,1
1254,3
1255,4
1256,3
1257,3
1258,2
1259,1
1260,2
1261,2
1262,3
1263,1
1264,3
1265,3
1266,2
1267,1
1268,1
1269,1
1270,2
1271,2
1272,2
1273,4
1274,2
1275,3
1276,4
1277,4
1278,1
1279,2
1280,1
1281,3
1282,1
1283,2
1284,4
1285,3
1286,2
1287,4
1288,3
1289,4
1290,1
1291,4
1292,1
1293,2
1294,2
1295,4
1296,2
1297,3
1298,3
1299,4
1300,4
1301,3
1302,4
1303,1
1304,3
1305,2
1306,3
1307,1
1308,2
1309,1
1310,3
1311,2
1312,1
1313,2
1314,2
1315,4
1316,1
1317,2
1318,1
1319,1
1320,4
1321,4
1322,2
1323,3
1324,3
1325,3
1326,3
1327,3
1328,2
1329,2
1330,2
1331,1
1332,2
1333,4
1334,1
1335,1
1336,3
1337,3
1338,3
1339,3
1340,1
1341,4
1342,3
1343,2
1344,1
1345,1
1346,1
1347,4
1348,4
1349,3
1350,2
1351,1
1352,2
1353,4
1354,3
1355,1
1356,1
1357,4
1358,1
1359,4
1360,1
1361,1
1362,3
1363,2
1364,1
1365,3
1366,3
1367,1
1368,4
1369,3
1370,1
1371,1
1372,2
1373,1
1374,2
1375,1
1376,2
1377,1
1378,2
1379,3
1380,4
1381,1
1382,3
1383,2
1384,4
1385,2
1386,1
1387,1
1388,4
1389,3
1390,3
1391,4
1392,2
1393,3
1394,1
1395,1
1396,3
1397,1
1398,3
1399,2
1400,3
1401,2
1402,2
1403,1
1404,1
1405,1
1406,2
1407,3
1408,1
1409,3
1410,2
1411,1
1412,2
1413,4
1414,3
1415,3
1416,4
1417,3
1418,1
1419,2
1420,4
1421,1
1422,2
1423,3
1424,3
1425,1
1426,4
1427,1
1428,3
1429,3
1430,2
1431,1
1432,3
1433,1
1434,2
1435,1
1436,4
1437,3
1438,4
1439,1
1440,1
1441,2
1442,2
1443,1
1444,4
1445,3
1446,4
1447,1
1448,4
1449,2
1450,2
1451,3
1452,3
1453,2
1454,1
1455,2
1456,2
1457,4
1458,4
1459,1
1460,3
1461,2
1462,2
1463,4
1464,3
1465,2
1466,1
1467,2
1468,4
1469,1
1470,4
1471,3
1472,4
1473,1
1474,2
1475,2
1476,3
1477,1
1478,1
1479,3
1480,3
1481,4
1482,2
1483,2
1484,3
1485,3
1486,1
1487,2
1488,2
1489,4
1490,1
1491,3
1492,2
1493,3
1494,3
1495,1
1496,2
1497,1
1498,2
1499,3
1500,4
